id	happy	year	age	sex	marital	degree	finrela	health	wtssall
681.0	pretty happy	1988.0	35.0	male	married	high school	average	excellent	1.0627
682.0	pretty happy	1988.0	62.0	female	widowed	high school	average	good	0.5313
683.0	very happy	1988.0	64.0	male	married	high school	above average	excellent	1.0627
684.0	pretty happy	1988.0	27.0	male	married	high school	above average	excellent	1.0627
685.0	pretty happy	1988.0	38.0	female	married	bachelor	average	excellent	1.0627
686.0	pretty happy	1988.0	68.0	female	widowed	lt high school	below average		1.0627
687.0	pretty happy	1988.0	29.0	male	never married	junior college	average	good	0.5313
688.0	very happy	1988.0	75.0	male	married	lt high school	average	fair	1.0627
689.0	not too happy	1988.0	88.0	male	married	lt high school	average	poor	1.0627
690.0	very happy	1988.0	58.0	male	married	graduate	above average		1.0627
691.0	very happy	1988.0	46.0	female	married	high school	average		1.594
692.0	very happy	1988.0	43.0	male	married	high school	below average		1.0627
693.0	pretty happy	1988.0	59.0	female	widowed	high school	average	excellent	0.5313
694.0	pretty happy	1988.0	39.0	female	married	bachelor	above average		1.0627
695.0	very happy	1988.0	45.0	female	married	graduate	above average	excellent	1.0627
696.0	pretty happy	1988.0	42.0	male	married	graduate	above average	good	1.0627
697.0	pretty happy	1988.0	34.0	female	separated	high school	below average		0.5313
698.0	pretty happy	1988.0	67.0	female	divorced	lt high school	below average	poor	0.5313
699.0	very happy	1988.0	20.0	female	married	lt high school	below average		1.594
700.0	pretty happy	1988.0	34.0	male	married	high school	average	good	1.0627
701.0	pretty happy	1988.0	39.0	female	never married	lt high school	below average	poor	0.5313
702.0	very happy	1988.0	28.0	female	married	high school	average	good	1.0627
703.0	not too happy	1988.0	68.0	male	married	lt high school	below average		1.594
704.0	pretty happy	1988.0	58.0	female	married	high school	below average	fair	1.0627
705.0	very happy	1988.0	56.0	male	married	high school	above average		1.0627
706.0	not too happy	1988.0	51.0	female	divorced	lt high school	far below average	poor	0.5313
707.0	not too happy	1988.0	29.0	female	divorced	high school	far below average	poor	0.5313
708.0	pretty happy	1988.0	64.0	female	widowed	lt high school	below average	fair	0.5313
709.0	not too happy	1988.0	23.0	female	never married	high school	below average	excellent	0.5313
710.0	pretty happy	1988.0	34.0	female	never married	high school	average	good	0.5313
711.0	pretty happy	1988.0	26.0	female	married	graduate	average	excellent	1.0627
712.0	very happy	1988.0	51.0	female	married	high school	below average	good	1.0627
713.0	pretty happy	1988.0	47.0	male	married	bachelor	above average	good	1.0627
714.0	very happy	1988.0	21.0	male	never married	high school	average		1.594
715.0	pretty happy	1988.0	34.0	female	married	high school	below average		1.0627
716.0	very happy	1988.0	63.0	female	married	lt high school	below average	fair	1.0627
717.0	very happy	1988.0	83.0	male	married	lt high school	average		1.0627
718.0	very happy	1988.0	22.0	male	married	high school	below average	good	1.0627
719.0	pretty happy	1988.0	65.0	female	married	lt high school	average		1.0627
720.0	pretty happy	1988.0	69.0	male	married	lt high school	above average		1.0627
721.0	very happy	1988.0	65.0	male	married	bachelor	above average	good	1.0627
722.0	very happy	1988.0	60.0	male	married	graduate	above average	excellent	1.594
723.0	very happy	1988.0	38.0	male	married	bachelor	average	good	1.0627
724.0	pretty happy	1988.0	69.0	female	married	high school	average		1.0627
725.0	pretty happy	1988.0	55.0	male	married	bachelor	above average	good	1.0627
726.0	very happy	1988.0	46.0	female	married	high school	average	fair	1.594
727.0	pretty happy	1988.0	20.0	male	never married	lt high school	average	excellent	2.1254
728.0	pretty happy	1988.0	22.0	female	married	high school	above average	good	1.0627
729.0	very happy	1988.0	22.0	female	married	high school	below average		1.0627
730.0	pretty happy	1988.0	54.0	male	married	lt high school	below average		1.594
731.0	pretty happy	1988.0	60.0	female	divorced	lt high school	average		0.5313
732.0	pretty happy	1988.0	56.0	male	married	lt high school	average	good	1.0627
733.0	not too happy	1988.0	33.0	female	never married	lt high school	below average	excellent	1.0627
734.0	not too happy	1988.0	53.0	male	divorced	lt high school	below average		0.5313
735.0	pretty happy	1988.0	20.0	female	never married	lt high school	average	good	1.0627
736.0	very happy	1988.0	38.0	female	divorced	graduate	above average	excellent	1.0627
737.0	very happy	1988.0	31.0	female	married	graduate	above average		1.0627
738.0	pretty happy	1988.0	62.0	male	married	lt high school	average	good	1.594
739.0	pretty happy	1988.0	59.0	female	married	high school	average	fair	1.594
740.0	very happy	1988.0	76.0	female	widowed	lt high school	average	fair	1.0627
741.0	not too happy	1988.0	33.0	female	married	lt high school	average	fair	1.0627
742.0	pretty happy	1988.0	47.0	female	divorced	lt high school	below average		1.594
743.0	very happy	1988.0	69.0	female	married	lt high school	below average		1.0627
744.0	very happy	1988.0	85.0	female	widowed	high school	average	good	0.5313
745.0	pretty happy	1988.0	68.0	female	widowed	lt high school	below average		2.1254
746.0	pretty happy	1988.0	25.0	female	married	bachelor	below average	excellent	1.0627
747.0	pretty happy	1988.0	71.0	female	divorced	lt high school	below average	fair	0.5313
748.0	very happy	1988.0	26.0	female	never married	high school	average	good	0.5313
749.0	not too happy	1988.0	74.0	female	widowed	lt high school	below average	fair	0.5313
750.0	not too happy	1988.0	45.0	male	divorced	high school	above average		0.5313
751.0	pretty happy	1988.0	85.0	female	widowed	lt high school		good	0.5313
752.0		1988.0	75.0	female	divorced	high school	below average	good	0.5313
753.0	pretty happy	1988.0	89.0	female	widowed	high school	average	fair	0.5313
754.0	very happy	1988.0	71.0	female	widowed	high school	below average	good	0.5313
755.0		1988.0	80.0	female	widowed	high school	below average		0.5313
756.0	pretty happy	1988.0	27.0	male	never married	junior college	above average	excellent	1.0627
757.0	pretty happy	1988.0	42.0	female	divorced	bachelor	average		0.5313
758.0	very happy	1988.0	67.0	male	divorced	graduate	average	excellent	1.0627
759.0	pretty happy	1988.0	89.0	male	married	lt high school	average		1.0627
760.0	pretty happy	1988.0	51.0	male	married	lt high school	average		1.594
761.0	very happy	1988.0	60.0	male	married	lt high school	below average	fair	1.0627
762.0	pretty happy	1988.0	44.0	female	married	high school	average	good	1.0627
763.0	very happy	1988.0	61.0	female	married	lt high school	average	fair	1.0627
764.0	pretty happy	1988.0	60.0	male	married	bachelor	above average	excellent	1.0627
765.0	not too happy	1988.0	34.0	female	married	high school	above average	good	1.0627
766.0	pretty happy	1988.0	50.0	male	married	bachelor	above average	good	1.594
767.0	very happy	1988.0	20.0	male	married	high school	average	good	0.5313
768.0	pretty happy	1988.0	59.0	male	widowed	high school	average	excellent	1.0627
769.0	pretty happy	1988.0	79.0	female	widowed	lt high school	average	good	0.5313
770.0	pretty happy	1988.0	87.0	female	widowed	junior college	above average	good	0.5313
771.0	very happy	1988.0	74.0	female	married	high school	above average	good	1.0627
772.0	very happy	1988.0	69.0	female	married	lt high school	above average		1.0627
773.0	very happy	1988.0	78.0	male	married	high school	average	good	1.0627
774.0	very happy	1988.0	70.0	male	married	high school	average	good	1.0627
775.0	pretty happy	1988.0	27.0	male	never married	lt high school	average	excellent	0.5313
776.0	pretty happy	1988.0	26.0	female	married	high school	above average	excellent	1.0627
777.0	not too happy	1988.0	42.0	male	widowed	lt high school	below average		0.5313
778.0	very happy	1988.0	45.0	female	married	high school	average	fair	1.0627
779.0	very happy	1988.0	26.0	female	married	bachelor	average		1.0627
780.0	pretty happy	1988.0	73.0	male	married	lt high school	average	excellent	1.0627
781.0	very happy	1988.0	60.0	female	married	lt high school	average		1.0627
782.0	very happy	1988.0	60.0	male	married	high school	above average	excellent	1.0627
783.0	very happy	1988.0	61.0	female	married	high school	below average	excellent	1.0627
784.0	very happy	1988.0	64.0	male	married	high school	below average		1.0627
785.0	pretty happy	1988.0	66.0	female	married	lt high school	far below average	fair	1.0627
786.0	very happy	1988.0	69.0	female	married	high school	average	fair	1.0627
787.0	pretty happy	1988.0	72.0	female	married	high school	average		1.594
788.0	pretty happy	1988.0	65.0	male	married	high school	average	good	1.0627
789.0	very happy	1988.0	50.0	female	married	high school	above average	good	1.0627
790.0	pretty happy	1988.0	65.0	male	married	high school	below average	fair	1.0627
791.0	pretty happy	1988.0	69.0	male	married	high school	average	fair	1.0627
792.0	very happy	1988.0	58.0	female	married	high school	average	excellent	1.0627
793.0	very happy	1988.0	71.0	male	married	high school	above average		1.0627
794.0	very happy	1988.0	19.0	female	married	lt high school	average	excellent	1.0627
795.0	pretty happy	1988.0	24.0	male	married	high school	below average		1.594
796.0	pretty happy	1988.0	42.0	male	divorced	lt high school	average	good	1.0627
797.0	very happy	1988.0	50.0	female	married	bachelor	below average	good	1.594
798.0	pretty happy	1988.0	45.0	female	married	high school	average	excellent	1.594
799.0	pretty happy	1988.0	69.0	female	widowed	high school	below average	fair	0.5313
800.0	very happy	1988.0	45.0	male	married	lt high school	below average		1.0627
801.0	pretty happy	1988.0	45.0	female	married	high school	above average		1.0627
802.0	pretty happy	1988.0	63.0	male	married	lt high school	below average	good	1.0627
803.0	very happy	1988.0	35.0	male	married	high school	average		1.0627
804.0	very happy	1988.0	41.0	male	married	high school	above average	good	1.0627
805.0	very happy	1988.0	43.0	male	married	high school	below average		1.0627
806.0	very happy	1988.0	21.0	female	married	lt high school	below average	good	1.0627
807.0	pretty happy	1988.0	28.0	female	divorced	high school	average	fair	0.5313
808.0	pretty happy	1988.0	30.0	female	divorced	high school	average	good	0.5313
809.0	very happy	1988.0	38.0	female	married	high school	below average	good	1.0627
810.0	pretty happy	1988.0	28.0	female	separated	lt high school	below average	fair	0.5313
811.0	not too happy	1988.0	20.0	female	never married	high school	average	good	1.594
812.0	pretty happy	1988.0	42.0	male	married	high school	below average	excellent	1.0627
813.0	pretty happy	1988.0	25.0	male	married	lt high school	below average	fair	1.594
814.0	pretty happy	1988.0	70.0	male	married	high school	below average		1.0627
815.0	very happy	1988.0	33.0	male	married	high school	average	good	1.0627
816.0	pretty happy	1988.0	64.0	male	married	lt high school	average		1.0627
817.0	pretty happy	1988.0	35.0	female	separated	high school	below average		0.5313
818.0	pretty happy	1988.0	42.0	female	widowed	lt high school	below average	good	0.5313
819.0	not too happy	1988.0	44.0	female	divorced	high school	average	good	0.5313
820.0	pretty happy	1988.0	42.0	male	divorced	high school	average		0.5313
821.0	very happy	1988.0	34.0	male	married	bachelor	average		1.0627
822.0	pretty happy	1988.0	55.0	male	married	high school	average	good	2.1254
823.0	pretty happy	1988.0	60.0	female	widowed	high school	average		1.0627
824.0	very happy	1988.0	47.0	male	married	lt high school	average	fair	1.0627
825.0	pretty happy	1988.0	64.0	female	married	high school	average	excellent	1.594
826.0	very happy	1988.0	20.0	female	never married	high school	below average		1.0627
827.0	pretty happy	1988.0	34.0	male	married	high school			1.0627
828.0	very happy	1988.0	26.0	male	divorced	high school	average		0.5313
829.0	pretty happy	1988.0	32.0	male	divorced	high school	below average	good	0.5313
830.0	pretty happy	1988.0	28.0	male	never married	high school	below average	good	0.5313
831.0	not too happy	1988.0	44.0	male	married	lt high school	below average	excellent	1.0627
832.0	not too happy	1988.0	21.0	male	never married	lt high school	below average		1.0627
833.0	pretty happy	1988.0	23.0	male	never married	lt high school	below average		1.0627
834.0	pretty happy	1988.0	39.0	male	divorced	junior college	average	good	0.5313
835.0	very happy	1988.0	82.0	male	widowed	lt high school	far below average	poor	0.5313
836.0	very happy	1988.0	25.0	female	married	lt high school	average	good	1.0627
837.0	not too happy	1988.0	76.0	female	widowed	lt high school	average		1.0627
838.0	very happy	1988.0	70.0	female	widowed	high school		good	1.0627
839.0	pretty happy	1988.0	36.0	male	married	high school	below average	good	1.0627
840.0	pretty happy	1988.0	31.0	male	separated	high school	average	good	0.5313
841.0	pretty happy	1988.0	23.0	female	never married	high school	average	fair	2.1254
842.0	very happy	1988.0	53.0	male	married	high school	average	good	1.594
843.0	pretty happy	1988.0	44.0	female	divorced	high school	average	good	0.5313
844.0	not too happy	1988.0	56.0	female	married	lt high school	below average	fair	1.594
845.0	very happy	1988.0	36.0	female	married	high school	below average	excellent	1.0627
846.0	very happy	1988.0	75.0	female	widowed	lt high school	above average		0.5313
847.0	not too happy	1988.0	37.0	female	married	junior college	average	fair	1.0627
848.0	pretty happy	1988.0	25.0	male	married	high school	average		1.0627
849.0	very happy	1988.0	70.0	female	married	high school	average	fair	1.0627
850.0	pretty happy	1988.0	37.0	female	divorced	high school	below average	excellent	0.5313
851.0	pretty happy	1988.0	28.0	male	married	high school	average	excellent	1.0627
852.0	not too happy	1988.0	41.0	male	married	high school	above average	good	1.0627
853.0	pretty happy	1988.0	46.0	male	married	bachelor	average		1.0627
854.0	very happy	1988.0	64.0	male	married	high school	average	excellent	1.0627
855.0	very happy	1988.0	43.0	male	married	junior college	below average		1.0627
856.0	very happy	1988.0	75.0	female	married	lt high school	average		1.0627
857.0	very happy	1988.0	72.0	male	married	lt high school	average		1.0627
858.0	very happy	1988.0	49.0	female	married	high school	average	good	1.594
859.0	very happy	1988.0	60.0	female	married	bachelor	above average		1.594
860.0	pretty happy	1988.0	35.0	female	married	graduate	below average	good	1.0627
861.0	not too happy	1988.0	56.0	female	widowed	high school	far below average		1.0627
862.0	pretty happy	1988.0	22.0	male	never married	high school	far below average	good	1.0627
863.0	not too happy	1988.0	41.0	female	never married	high school	far below average	poor	0.5313
864.0	very happy	1988.0	49.0	female	divorced	lt high school	average	good	0.5313
865.0	pretty happy	1988.0	31.0	female	married	high school	below average	good	1.0627
866.0	pretty happy	1988.0	64.0	female	widowed	high school	average		1.0627
867.0	very happy	1988.0	39.0	female	married	high school	average		1.0627
868.0	pretty happy	1988.0	78.0	female	widowed	lt high school	average		0.5313
869.0	pretty happy	1988.0	63.0	male	married	lt high school	below average	good	1.0627
870.0	very happy	1988.0	61.0	female	married	high school	average		1.0627
871.0	pretty happy	1988.0	78.0	male	married	bachelor	below average		1.0627
872.0	pretty happy	1988.0	68.0	male	never married	lt high school	average		0.5313
873.0	pretty happy	1988.0	68.0	female	widowed	lt high school	above average	fair	0.5313
874.0	pretty happy	1988.0	79.0	male	married	lt high school	average	fair	1.0627
875.0	pretty happy	1988.0	75.0	female	married	lt high school	below average	good	1.0627
876.0	pretty happy	1988.0	26.0	female	married	bachelor	above average	excellent	1.0627
877.0	pretty happy	1988.0	61.0	female	married	lt high school	average	excellent	1.0627
878.0	very happy	1988.0	56.0	male	married	high school	average	good	1.0627
879.0	very happy	1988.0	61.0	male	married	high school	below average	good	1.594
880.0	pretty happy	1988.0	31.0	male	married	lt high school	below average	good	1.0627
881.0	pretty happy	1988.0	33.0	female	married	high school	average		1.0627
882.0	pretty happy	1988.0	69.0	female	widowed	lt high school	average	poor	0.5313
883.0	pretty happy	1988.0	69.0	female	married	lt high school	average		1.0627
884.0	not too happy	1988.0	30.0	female	divorced	high school	below average	fair	0.5313
885.0	pretty happy	1988.0	51.0	male	married	high school	average		1.0627
886.0	not too happy	1988.0	24.0	female	never married	lt high school	below average		0.5313
887.0	pretty happy	1988.0	32.0	female	divorced	lt high school	average	fair	0.5313
888.0		1988.0	25.0	female	divorced	high school	below average		0.5313
889.0	pretty happy	1988.0	32.0	female	married	lt high school	average	good	1.0627
890.0	pretty happy	1988.0	28.0	female	divorced	high school	average		0.5313
891.0	pretty happy	1988.0	40.0	female	divorced	high school	average	fair	0.5313
892.0	pretty happy	1988.0	42.0	male	married	high school	above average	good	1.0627
893.0	pretty happy	1988.0	55.0	female	divorced	lt high school	below average		0.5313
894.0	very happy	1988.0	27.0	male	married	high school	average		1.0627
895.0	pretty happy	1988.0	27.0	female	married	lt high school	far below average		1.0627
896.0	very happy	1988.0	61.0	female	married	lt high school	average	excellent	1.0627
897.0	very happy	1988.0	52.0	female	married	high school	above average	excellent	1.0627
898.0	pretty happy	1988.0	42.0	female	divorced	bachelor	below average	good	0.5313
899.0	pretty happy	1988.0	19.0	female	never married	high school	average	excellent	0.5313
900.0	pretty happy	1988.0	28.0	female	never married	bachelor	average		0.5313
901.0	pretty happy	1988.0	62.0	female	divorced	lt high school	average	poor	0.5313
902.0	pretty happy	1988.0	74.0	female	widowed	lt high school	below average		0.5313
903.0	not too happy	1988.0	25.0	female	never married	high school	far below average	good	0.5313
904.0	pretty happy	1988.0	61.0	female	married	lt high school	average	fair	1.0627
905.0	very happy	1988.0	58.0	male	married	high school	average	fair	1.0627
906.0	very happy	1988.0	62.0	male	married	graduate	far above average	excellent	1.0627
907.0	pretty happy	1988.0	22.0	male	never married	high school	above average	good	1.0627
908.0	very happy	1988.0	45.0	male	divorced	graduate	above average	excellent	0.5313
909.0	very happy	1988.0	31.0	male	never married	graduate	above average	excellent	0.5313
910.0	very happy	1988.0	30.0	male	married	bachelor	above average		1.0627
911.0	very happy	1988.0	63.0	male	divorced	lt high school	average		0.5313
912.0	pretty happy	1988.0	68.0	female	widowed	lt high school	average	poor	0.5313
913.0	pretty happy	1988.0	68.0	male	married	graduate	average		1.0627
914.0	pretty happy	1988.0	32.0	female	divorced	bachelor	above average		0.5313
915.0	very happy	1988.0	71.0	female	widowed	high school	below average		0.5313
916.0	pretty happy	1988.0	34.0	female	divorced	graduate	average	good	0.5313
917.0	pretty happy	1988.0	34.0	female	divorced	high school	average	good	0.5313
918.0	pretty happy	1988.0	39.0	male	married	high school	average	good	1.0627
919.0	very happy	1988.0	40.0	female	married	bachelor	far above average	excellent	1.0627
920.0	very happy	1988.0	69.0	female	married	high school	average		1.0627
921.0	very happy	1988.0	45.0	male	married	high school	above average		1.0627
922.0	pretty happy	1988.0	35.0	female	married	bachelor	average	excellent	1.0627
923.0	very happy	1988.0	62.0	female	married	graduate	above average	excellent	1.0627
924.0	very happy	1988.0	41.0	male	married	bachelor	above average	excellent	1.0627
925.0	pretty happy	1988.0	49.0	female	widowed	junior college	far above average	fair	1.0627
926.0	pretty happy	1988.0	56.0	female	married	high school	average		1.0627
927.0	pretty happy	1988.0	35.0	male	married	high school	average		1.0627
928.0	pretty happy	1988.0	45.0	male	divorced	high school	average		1.0627
929.0	pretty happy	1988.0	41.0	male	married	junior college	average		1.0627
930.0	very happy	1988.0	68.0	male	married	lt high school	average	fair	1.0627
931.0	very happy	1988.0	55.0	female	married	high school	above average	excellent	1.0627
932.0	pretty happy	1988.0	45.0	male	married	high school	above average	good	1.0627
933.0	pretty happy	1988.0	58.0	female	married	high school	above average		1.0627
934.0	very happy	1988.0	63.0	male	married	high school	average		1.0627
935.0	very happy	1988.0	51.0	male	married	high school	above average		1.0627
936.0	pretty happy	1988.0	76.0	male	married	lt high school	below average	fair	1.0627
937.0	pretty happy	1988.0	22.0	female	married	lt high school	average	good	1.0627
938.0	pretty happy	1988.0	36.0	female	separated	high school	below average	good	0.5313
939.0	not too happy	1988.0	68.0	male	divorced	lt high school	below average		0.5313
940.0	pretty happy	1988.0	66.0	female	widowed	high school	average	excellent	0.5313
941.0	very happy	1988.0	74.0	male	married	high school	above average		1.0627
942.0	pretty happy	1988.0	72.0	male	married	lt high school	below average	good	1.0627
943.0	pretty happy	1988.0	60.0	male	married	lt high school	average	fair	1.0627
944.0	pretty happy	1988.0	65.0	female	divorced	lt high school	average		0.5313
945.0	pretty happy	1988.0	37.0	female	divorced	high school	below average	excellent	0.5313
946.0	pretty happy	1988.0	42.0	male	divorced	high school	average	good	0.5313
947.0	very happy	1988.0	22.0	male	never married	lt high school	average		1.0627
948.0	not too happy	1988.0	44.0	female	divorced	high school	far below average		0.5313
949.0	pretty happy	1988.0	28.0	male	married	high school	below average		1.0627
950.0	very happy	1988.0	33.0	female	married	high school	average	good	1.0627
951.0	very happy	1988.0	47.0	female	divorced	junior college	far above average	poor	0.5313
952.0	pretty happy	1988.0	30.0	female	divorced	high school	average	good	0.5313
953.0	pretty happy	1988.0	22.0	female	never married	high school	below average	good	0.5313
954.0	pretty happy	1988.0	41.0	female	divorced	high school	below average	excellent	0.5313
955.0	pretty happy	1988.0	30.0	male	married	high school	below average	good	1.0627
956.0	pretty happy	1988.0	24.0	female	never married	bachelor	above average	excellent	2.1254
957.0	pretty happy	1988.0	48.0	male	married	bachelor	far above average		1.594
958.0	not too happy	1988.0	49.0	female	married	high school	above average	good	1.594
959.0	very happy	1988.0	41.0	female	married	high school	above average	excellent	1.0627
960.0	very happy	1988.0	28.0	female	married	junior college	average	excellent	1.0627
961.0	very happy	1988.0	55.0	male	married	junior college	far below average	good	1.0627
962.0	pretty happy	1988.0	40.0	female	never married	high school	below average		0.5313
963.0	pretty happy	1988.0	58.0	male	married	high school	average		1.594
964.0	pretty happy	1988.0	52.0	male	married	high school	below average	good	1.0627
965.0	pretty happy	1988.0	38.0	male	never married	bachelor	average	excellent	0.5313
966.0	very happy	1988.0	33.0	male	married	bachelor	above average		1.0627
967.0	not too happy	1988.0	37.0	female	married	lt high school	above average	poor	1.0627
968.0	pretty happy	1988.0	36.0	female	divorced	high school	average	excellent	0.5313
969.0	pretty happy	1988.0	20.0	male	never married	lt high school	below average	fair	1.594
970.0	pretty happy	1988.0	36.0	female	divorced	high school	far below average	fair	0.5313
971.0	very happy	1988.0	27.0	female	never married	junior college	below average	excellent	2.1254
972.0	pretty happy	1988.0	25.0	female	never married	high school	below average	good	1.594
973.0	pretty happy	1988.0	61.0	female	divorced	high school	below average	good	0.5313
974.0	pretty happy	1988.0	64.0	female	divorced	lt high school	below average		0.5313
975.0	pretty happy	1988.0	29.0	female	married	high school	average		1.0627
976.0	pretty happy	1988.0	31.0	female	never married	high school	below average	excellent	0.5313
977.0	pretty happy	1988.0	43.0	female	divorced	junior college	average	good	0.5313
978.0	pretty happy	1988.0	57.0	female	divorced	high school	below average		1.594
979.0	pretty happy	1988.0	60.0	male	married	high school	above average		1.0627
980.0	pretty happy	1988.0	37.0	female	married	high school	average		1.0627
981.0	pretty happy	1988.0	63.0	female	divorced	high school	average	fair	0.5313
982.0	pretty happy	1988.0	50.0	male	married	high school	average	good	1.594
983.0	very happy	1988.0	44.0	female	divorced	high school	average		0.5313
984.0	pretty happy	1988.0	60.0	male	never married	bachelor	average	good	0.5313
985.0	pretty happy	1988.0	62.0	female	married	bachelor	above average	excellent	1.0627
986.0	very happy	1988.0	65.0	female	married	high school	average	excellent	1.594
987.0	very happy	1988.0	45.0	female	married	high school	average		1.0627
988.0	pretty happy	1988.0	25.0	male	married	high school	average		1.0627
989.0	pretty happy	1988.0	44.0	male	never married	high school	average	fair	0.5313
990.0	not too happy	1988.0	33.0	female	never married	lt high school	below average	good	0.5313
991.0	pretty happy	1988.0	38.0	female	married	high school	below average	excellent	1.0627
992.0	very happy	1988.0	63.0	male	married	graduate	far above average	excellent	1.0627
993.0	very happy	1988.0	76.0	male	married	bachelor	above average	excellent	1.0627
994.0	pretty happy	1988.0	61.0	female	married	graduate	above average		1.0627
995.0	pretty happy	1988.0	66.0	male	married	high school	far below average		1.594
996.0	very happy	1988.0	18.0	male	never married	lt high school	far above average		1.594
997.0	very happy	1988.0	38.0	male	married	graduate	far below average	excellent	1.0627
998.0	pretty happy	1988.0	73.0	male	widowed	bachelor	above average	excellent	0.5313
999.0	very happy	1988.0	63.0	female	widowed	graduate	average	excellent	0.5313
1000.0	pretty happy	1988.0	19.0	male	never married	high school	average	good	1.594
1001.0	pretty happy	1988.0	77.0	male	married	graduate	above average		1.0627
1002.0	pretty happy	1988.0	41.0	female	divorced	high school	below average		0.5313
1003.0	pretty happy	1988.0	30.0	male	married	high school	far above average	good	1.0627
1004.0	very happy	1988.0	41.0	male	married	lt high school	above average		1.0627
1005.0	very happy	1988.0	69.0	female	married	graduate	above average	excellent	1.0627
1006.0	pretty happy	1988.0	25.0	male	never married	high school	above average		2.1254
1007.0	pretty happy	1988.0	76.0	male	married	high school	average	excellent	1.0627
1008.0	pretty happy	1988.0	85.0	female	widowed	lt high school	average	fair	0.5313
1009.0	not too happy	1988.0	82.0	female	widowed	high school	average		0.5313
1010.0	very happy	1988.0	61.0	female	separated	graduate	average	excellent	0.5313
1011.0	pretty happy	1988.0	72.0	female	widowed	high school	average	excellent	0.5313
1012.0	very happy	1988.0	89.0	female	widowed	lt high school	below average	good	0.5313
1013.0	very happy	1988.0	80.0	male	widowed	lt high school	above average	good	0.5313
1014.0	very happy	1988.0	44.0	female	married	lt high school	above average		1.0627
1015.0	very happy	1988.0	33.0	male	married	high school		excellent	1.0627
1016.0	very happy	1988.0	66.0	male	married	high school	average	good	1.0627
1017.0	pretty happy	1988.0	29.0	female	married	high school	above average	good	1.0627
1018.0	pretty happy	1988.0	38.0	male	married	high school	above average		1.0627
1019.0	very happy	1988.0	59.0	female	divorced	high school	average		0.5313
1020.0	pretty happy	1988.0	70.0	female	widowed	bachelor	above average		0.5313
1021.0	very happy	1988.0	69.0	female	widowed	high school	average		0.5313
1022.0	very happy	1988.0	27.0	female	married	high school	average	excellent	1.0627
1023.0	pretty happy	1988.0	22.0	male	never married	high school	below average	good	1.594
1024.0	pretty happy	1988.0	28.0	male	never married	high school	average		1.0627
1025.0	very happy	1988.0	49.0	male	divorced	high school	average		1.594
1026.0	pretty happy	1988.0	36.0	male	never married	bachelor	average	fair	0.5313
1027.0	pretty happy	1988.0	28.0	female	married	lt high school	below average	good	1.0627
1028.0	pretty happy	1988.0	41.0	female	married	high school	above average	excellent	1.594
1029.0	not too happy	1988.0	70.0	male	married	high school	average	good	1.0627
1030.0	very happy	1988.0	32.0	male	married	high school	average	excellent	1.0627
1031.0	very happy	1988.0	38.0	female	married	high school	above average		0.5313
1032.0	very happy	1988.0	54.0	male	married	high school	above average	good	1.594
1033.0	pretty happy	1988.0	39.0	female	married	high school	above average	excellent	1.0627
1034.0	very happy	1988.0	49.0	female	separated	lt high school	above average	excellent	1.0627
1035.0	pretty happy	1988.0	20.0	male	never married	high school	average		1.594
1036.0	very happy	1988.0	41.0	female	married	high school	average	good	1.594
1037.0	pretty happy	1988.0	37.0	female	divorced	high school	far below average	good	0.5313
1038.0	very happy	1988.0	40.0	male	married	graduate	far above average		0.5313
1039.0	pretty happy	1988.0	33.0	female	never married	high school	average	good	1.0627
1040.0	pretty happy	1988.0	57.0	male	married	lt high school	average		1.594
1041.0	very happy	1988.0	78.0	female	widowed	high school	average		0.5313
1042.0	very happy	1988.0	51.0	male	married	graduate	above average	excellent	1.0627
1043.0	pretty happy	1988.0	78.0	male	never married	high school	average	fair	1.0627
1044.0	pretty happy	1988.0	87.0	female	widowed	lt high school	average	poor	0.5313
1045.0	pretty happy	1988.0	34.0	female	never married	high school	above average	good	0.5313
1046.0	very happy	1988.0	81.0	male	divorced	high school	average		0.5313
1047.0	not too happy	1988.0	31.0	male	divorced	high school	average		1.594
1048.0	very happy	1988.0	79.0	female	widowed	lt high school	average		0.5313
1049.0	very happy	1988.0	30.0	male	married	high school	average	excellent	1.0627
1050.0	pretty happy	1988.0	77.0	female	widowed	lt high school	average	good	0.5313
1051.0	pretty happy	1988.0	51.0	male	married	bachelor	above average		1.594
1052.0	very happy	1988.0	34.0	female	married	lt high school	below average	good	1.0627
1053.0	very happy	1988.0	56.0	male	married	bachelor	average	excellent	1.0627
1054.0	very happy	1988.0	34.0	female	married	high school	average	good	1.0627
1055.0	pretty happy	1988.0	67.0	male	widowed	lt high school	below average	good	0.5313
1056.0	pretty happy	1988.0	24.0	female	never married	high school	below average	good	1.0627
1057.0	pretty happy	1988.0	45.0	male	married	high school	average	fair	1.0627
1058.0	very happy	1988.0	19.0	female	never married	high school	below average	excellent	1.0627
1059.0	very happy	1988.0	30.0	male	married	high school	average		1.0627
1060.0	pretty happy	1988.0	52.0	female	married	high school	average	fair	1.0627
1061.0	pretty happy	1988.0	89.0	female	widowed	lt high school	below average	good	2.1254
1062.0	pretty happy	1988.0	38.0	male	married	junior college	average		1.0627
1063.0	pretty happy	1988.0	81.0	female	married	high school	below average	fair	1.0627
1064.0	not too happy	1988.0	29.0	male	separated	high school	below average		0.5313
1065.0	pretty happy	1988.0	65.0	female	married	lt high school	average	fair	1.0627
1066.0	pretty happy	1988.0	50.0	female	married	lt high school	below average	poor	1.0627
