company	bean_origin_detailed	REF	review_date	cocoa_percent	location	rating	bean_type	bean_origin
Neuhaus (Callebaut)	Dark	135	2007	73%	Belgium	1.0
Neuhaus (Callebaut)	West Africa	15	2006	73%	Belgium	2.0	Forastero	West Africa
Neuhaus (Callebaut)	Sao Tome	15	2006	75%	Belgium	2.75	Forastero	Sao Tome
Neuhaus (Callebaut)	Ocumare	24	2006	71%	Belgium	3.0	Criollo	Venezuela
Nibble	Patanemo	1526	2015	72%	U.S.A.	2.25	Criollo	Venezuela
Nibble	Elvesia P.	1526	2015	72%	U.S.A.	2.75	Trinitario	Dominican Republic
Nibble	Ambanja, Sambirano Valley	1526	2015	72%	U.S.A.	3.0	Trinitario	Madagascar
Nibble	Tumbes	1526	2015	72%	U.S.A.	3.0	Criollo	Peru
Night Owl	Peru	1022	2013	75%	U.S.A.	2.75		Peru
Night Owl	Ecuador	1022	2013	75%	U.S.A.	3.5		Ecuador
Noble Bean aka Jerjobo	Ghana	1295	2014	75%	U.S.A.	3.0	Forastero	Ghana
Noble Bean aka Jerjobo	Moho Valley	1299	2014	75%	U.S.A.	3.0	Trinitario	Belize
Noble Bean aka Jerjobo	Maranon Canyon	1299	2014	75%	U.S.A.	3.25	Forastero (Nacional)	Peru
Noir d' Ebine	Venezuela	837	2012	70%	U.S.A.	3.0		Venezuela
Noir d' Ebine	Ecuador	841	2012	70%	U.S.A.	3.0		Ecuador
Nuance	Ghana, 2013	1454	2015	70%	U.S.A.	3.75	Forastero	Ghana
Nuance	Ecuador, 2013	1458	2015	70%	U.S.A.	2.75	Trinitario	Ecuador
Nuance	Canoabo, 2013	1458	2015	70%	U.S.A.	3.0	Criollo	Venezuela
Nuance	Sambirano Valley, 2012	1458	2015	70%	U.S.A.	3.5	Trinitario	Madagascar
Nuance	La Red	1470	2015	70%	U.S.A.	3.75		Dominican Republic
Oakland Chocolate Co.	Jamaica	478	2010	70%	U.S.A.	2.5	Trinitario	Jamaica
Ohiyo	San Juan Estate, Gran Couva	1594	2015	70%	U.S.A.	2.75	Trinitario	Trinidad
Ohiyo	Tanzania	1598	2015	70%	U.S.A.	3.0		Tanzania
Olive and Sinclair	Dominican Republic prototype	486	2010	72%	U.S.A.	3.0		Dominican Republic
Olive and Sinclair	Ghana prototype	486	2010	72%	U.S.A.	3.0	Forastero	Ghana
Olive and Sinclair	Dark 67	457	2009	67%	U.S.A.	2.75		Ghana, Domin. Rep
Olive and Sinclair	Dark 75	457	2009	75%	U.S.A.	3.0		Ghana, Domin. Rep
Olivia	Carribean-Raw	688	2011	76%	Canada	2.0		Carribean
Olivia	Carribean	688	2011	76%	Canada	2.75		Carribean
Olivia	Carribean	688	2011	85%	Canada	2.75		Carribean
Olivia	Carribean-Raw	688	2011	85%	Canada	3.0		Carribean
organicfair	Maya Mountain	1161	2013	74%	Canada	2.75	Trinitario	Belize
organicfair	La Red	1165	2013	72%	Canada	2.75		Dominican Republic
organicfair	Nicaraqua	1165	2013	72%	Canada	2.75	Trinitario	Nicaragua
organicfair	Caribe	1165	2013	72%	Canada	3.0		Dominican Republic
organicfair	Mindo	1165	2013	72%	Canada	3.0	Trinitario	Ecuador
Original Beans (Felchlin)	Papua Kerafat	1438	2014	68%	Switzerland	2.75		Papua New Guinea
Original Beans (Felchlin)	Grand Cru Blend No.1, 5 yr. Anniversary Ed	1442	2014	80%	Switzerland	3.25	Blend
Original Beans (Felchlin)	Alto Beni, Wild Harvest, Itenez R. 24hr c.	733	2011	66%	Switzerland	3.75		Bolivia
Original Beans (Felchlin)	D.R. Congo, Cru Virunga	331	2009	70%	Switzerland	3.0	Forastero	Congo
Original Beans (Felchlin)	"Piura, Apotequil, ""Porcelana"" 72hr c."	341	2009	75%	Switzerland	3.0	Criollo	Peru
Original Beans (Felchlin)	Alto Beni, Wild Harvest, Itenez R., 60hr c.	341	2009	68%	Switzerland	3.25		Bolivia
Original Hawaiin Chocolate Factory	Hawai'i, Kona Grand Cru E.	316	2009	60%	U.S.A.	3.0	Criollo	Hawaii
Original Hawaiin Chocolate Factory	Hawai'i, Kona Estate Grown	24	2006	60%	U.S.A.	3.0		Hawaii
Orquidea	Peru	859	2012	65%	Peru	3.0		Peru
Orquidea	Peru	859	2012	72%	Peru	3.0		Peru
Palette de Bine	Lachua	1720	2016	70%	Canada	2.75		Guatemala
Palette de Bine	Maya Mtn	1720	2016	72%	Canada	3.0	Trinitario	Belize
Palette de Bine	Silvestre, La Paz, Beni	1570	2015	70%	Canada	3.25		Bolivia
Palette de Bine	San Juan Estate, Gran Couva	1570	2015	70%	Canada	3.25	Trinitario	Trinidad
Palette de Bine	Kokoa Kamili	1574	2015	72%	Canada	3.5		Tanzania
Palette de Bine	Lam Dong	1574	2015	72%	Canada	3.75	Trinitario	Vietnam
Palette de Bine	Alto Beni, Palos Blancos	1239	2014	72%	Canada	2.75		Bolivia
Palette de Bine	Sambirano	1239	2014	78%	Canada	3.75	Trinitario	Madagascar
Palette de Bine	Camino Verde P., Balao, Guayas	1303	2014	75%	Canada	2.75		Ecuador
Palette de Bine	Duo- Gran Couva & Camino Verde	1399	2014	75%	Canada	3.5	Blend	Trinidad, Ecuador
Palette de Bine	Gran Couva	1399	2014	70%	Canada	3.75	Trinitario	Trinidad
Park 75	South America	1363	2014	65%	U.S.A.	3.5		South America
Parliament	Kilombero Valley	1856	2016	70%	U.S.A.	3.25		Tanzania
Parliament	Lachua, Q'egchi families	1542	2015	70%	U.S.A.	3.5		Guatemala
Parliament	Alto Beni	1251	2014	70%	U.S.A.	3.0		Bolivia
Parliament	Oko Caribe	1255	2014	70%	U.S.A.	3.5		Dominican Republic
Pascha	Peru	1137	2013	55%	Peru	2.5		Peru
Pascha	Peru	1137	2013	70%	Peru	2.75		Peru
Patric	Signature Blend	636	2011	70%	U.S.A.	3.75	Blend
Patric	Madagascar	331	2009	75%	U.S.A.	4.0	Trinitario	Madagascar
Patric	Madagascar	439	2009	67%	U.S.A.	3.5	Trinitario	Madagascar
Patric	Rio Caribe, Paria Penninsula	439	2009	70%	U.S.A.	3.5	Trinitario	Venezuela
Patric	Madagascar	196	2007	70%	U.S.A.	4.0	Trinitario	Madagascar
Patric	Piura, Choc. Garage Exclusive	1034	2013	67%	U.S.A.	4.0		Peru
Peppalo	Dominican Republic	1454	2015	82%	U.S.A.	3.0		Dominican Republic
Pierre Marcolini	Haut Penja, w/ nibs	1658	2015	70%	Belgium	3.25	Forastero	Cameroon
Pierre Marcolini	Chuao	478	2010	75%	Belgium	3.0	Criollo	Venezuela
Pierre Marcolini	Trinite	478	2010	75%	Belgium	3.25	Trinitario	Trinidad
Pierre Marcolini	Baracoa, Cuba	516	2010	78%	Belgium	3.75	Criollo, Forastero	Cuba
Pierre Marcolini	Peru, Las Pampas P.	531	2010	85%	Belgium	3.0	Criollo	Peru
Pierre Marcolini	Bahia Brazil, Fazenda Sao Pedro	414	2009	72%	Belgium	3.0	Forastero	Brazil
Pierre Marcolini	Porcelana, Tabasco, Finca La Joya	445	2009	72%	Belgium	3.0	Criollo	Mexico
Pierre Marcolini	Cabosse	111	2007	70%	Belgium	4.0	Blend	Venezuela, Java
Pierre Marcolini	Los Rios, Puerto Romero, Equateur	129	2007	72%	Belgium	3.75	Forastero (Nacional)	Ecuador
Pierre Marcolini	Sambirano, Ambanja, Madagascar	141	2007	72%	Belgium	4.0	Trinitario	Madagascar
Pierre Marcolini	Fleur de Cacao	166	2007	85%	Belgium	3.5	Blend	Venezuela/ Ghana
Pierre Marcolini	Porcelana, Tabasco, Limited Ed.	81	2006	72%	Belgium	4.0	Criollo	Mexico
Pierre Marcolini	Kendem Lembu, Java	93	2006	72%	Belgium	3.0	Criollo	Indonesia
Pierre Marcolini	Ocumare, Puerto Cabello, Venezuela	93	2006	72%	Belgium	4.0	Criollo	Venezuela
Pinellas	Wampusirpi Region	1772	2016	80%	U.S.A.	2.5		Honduras
Pitch Dark	Tenor	1506	2015	62%	U.S.A.	2.5		Nicaragua
Pitch Dark	Johe	1506	2015	80%	U.S.A.	2.75		Nicaragua
Pitch Dark	Chuno	1510	2015	80%	U.S.A.	2.75	Criollo, Trinitario	Nicaragua
Pitch Dark	Nicalizo	1510	2015	80%	U.S.A.	2.75	Trinitario	Nicaragua
Pitch Dark	Rugoso	1510	2015	80%	U.S.A.	3.25		Nicaragua
Pitch Dark	Akesson Estate	1311	2014	73%	U.S.A.	3.25	Trinitario	Madagascar
Pitch Dark	Namau Village	1315	2014	73%	U.S.A.	2.5	Trinitario	Fiji
Pitch Dark	"Camino Verde P., Balao, Guayas, ""Fruity"""	1319	2014	73%	U.S.A.	3.25		Ecuador
Pitch Dark	"Camino Verde P., Balao, Guayas, ""Floral"""	1319	2014	73%	U.S.A.	3.5		Ecuador
Pomm (aka Dead Dog)	La Red, 2011	829	2012	76%	U.S.A.	2.5		Dominican Republic
Pomm (aka Dead Dog)	Peru	829	2012	82%	U.S.A.	2.75	Criollo	Peru
Potomac	Oko Caribe, Duarte Province, 2016 H.	1820	2016	70%	U.S.A.	3.75		Domincan Republic
Potomac	Cuyagua, 2013	1387	2014	70%	U.S.A.	3.75		Venezuela
Potomac	Upala w/ nibs	647	2011	70%	U.S.A.	3.5	Matina	Costa Rica
Potomac	Upala, Batch 18	654	2011	70%	U.S.A.	3.0	Matina	Costa Rica
Potomac	San Martin, Amazonian Highlands	789	2011	70%	U.S.A.	2.75		Peru
Potomac	Bahia	789	2011	70%	U.S.A.	3.5		Brazil
Potomac	Upala, Batch 12	607	2010	82%	U.S.A.	3.75	Matina	Costa Rica
Raaka	Amazon Basin Blend	1788	2016	70%	U.S.A.	3.0		Peru(SMartin,Pangoa,nacional)
Raaka	Virunga	1708	2015	75%	U.S.A.	2.75	Forastero	Congo
Raaka	Madagascar	959	2012	75%	U.S.A.	3.25	Trinitario	Madagascar
Raaka	La Red	785	2011	85%	U.S.A.	3.5		Dominican Republic
Ranger	San Martin, Batch 2	1558	2015	70%	U.S.A.	2.5		Peru
Ranger	Chulucanas, Batch 1	1562	2015	80%	U.S.A.	3.25		Peru
Ranger	Tumbes, Batch 2	1562	2015	73%	U.S.A.	3.5	Criollo	Peru
Ritual	Camino Verde P., Balao, 2015 harvest, batch8	1860	2016	75%	U.S.A.	3.75		Ecuador
Ritual	Camino Verde P., Balao, Guayas, 2014	1466	2015	85%	U.S.A.	3.5		Ecuador
Ritual	Mid Mountain, 2014	1466	2015	70%	U.S.A.	3.5	Blend
Ritual	Toledo District, Maya	1089	2013	75%	U.S.A.	3.75	Trinitario	Belize
Ritual	Maranon, Cajamarca	1181	2013	75%	U.S.A.	3.0	Forastero (Nacional)	Peru
Ritual	Sambirano	891	2012	75%	U.S.A.	4.0	Trinitario	Madagascar
Ritual	Camino Verde P., 2012, Balao, Guayas	967	2012	75%	U.S.A.	3.25	Nacional (Arriba)	Ecuador
Ritual	Gran Couva	979	2012	75%	U.S.A.	3.5	Trinitario	Trinidad
Ritual	Costa Rica	745	2011	75%	U.S.A.	3.5		Costa Rica
Rogue	La Masica, Batch 1, FHIA Research Center	1748	2016	75%	U.S.A.	3.75		Honduras
Rogue	Caranero, Choc. Garage Exclusive	1446	2015	70%	U.S.A.	3.75		Venezuela
Rogue	Tranquilidad, Batch 1	1566	2015	75%	U.S.A.	3.25		Bolivia
Rogue	Porcelana	1209	2014	80%	U.S.A.	3.75	Criollo	Venezuela
Rogue	Akessons Estate, Sambirano, 2013	1038	2013	70%	U.S.A.	3.5	Trinitario	Madagascar
Rogue	Hispaniola, 2013	1081	2013	70%	U.S.A.	3.5		Dominican Republic
Rogue	Silvestre, Batch 7, 2013	1081	2013	75%	U.S.A.	4.0		Bolivia
Rogue	Bachelor's Hall E., St. Thomas Parish	1193	2013	75%	U.S.A.	3.75	Trinitario	Jamaica
Rogue	Camino Verde P., Balao, Guayas	979	2012	75%	U.S.A.	3.75	Nacional (Arriba)	Ecuador
Rogue	Silvestre, Batch 1, 2011	793	2011	75%	U.S.A.	3.0	Criollo	Bolivia
Rogue	Piura	565	2010	75%	U.S.A.	3.75		Peru
Rogue	Rio Caribe	327	2009	70%	U.S.A.	3.5	Trinitario	Venezuela
Rogue	Hispaniola, 2008	213	2008	70%	U.S.A.	2.75		Dominican Republic
Rogue	Jamaica	213	2008	70%	U.S.A.	2.75	Trinitario	Jamaica
Rogue	Sambirano, 2008	213	2008	70%	U.S.A.	2.75	Trinitario	Madagascar
Rogue	Trinidad	213	2008	70%	U.S.A.	3.0	Trinitario	Trinidad
Sacred	Midnight	813	2012	83%	U.S.A.	2.75		Central and S. America
Sacred	Twilight	813	2012	69%	U.S.A.	3.25		Central and S. America
Scharffen Berger	San Juan de Cheni	959	2012	78%	U.S.A.	4.0		Peru
Scharffen Berger	Markham Valley	781	2011	68%	U.S.A.	3.75		Papua New Guinea
Scharffen Berger	Camahogne	464	2010	68%	U.S.A.	3.5	Trinitario	Grenada
Scharffen Berger	Amina	464	2010	65%	U.S.A.	3.75	Trinitario, Criollo	Madagascar
Scharffen Berger	Tome Acu	336	2009	68%	U.S.A.	3.75		Brazil
Scharffen Berger	Asante	336	2009	65%	U.S.A.	4.0	Forastero	Ghana
Scharffen Berger	Ben Tre	445	2009	72%	U.S.A.	3.75	Trinitario	Vietnam
Scharffen Berger	Finisterra	227	2008	72%	U.S.A.	3.0	Blend	Ven., Trinidad, Mad.
Scharffen Berger	Las Islas	117	2007	72%	U.S.A.	3.0	Blend	Carribean(DR/Jam/Tri)
Scharffen Berger	Nibby	135	2007	62%	U.S.A.	3.0
Scharffen Berger	Cuyagua	135	2007	75%	U.S.A.	3.75		Venezuela
Scharffen Berger	Antilles (Trin/Gren/DR/Ven)	188	2007	75%	U.S.A.	3.0	Blend	Carribean
Scharffen Berger	Extra Dark	15	2006	82%	U.S.A.	2.0
Scharffen Berger	Bittersweet	15	2006	70%	U.S.A.	3.5	Blend
Scharffen Berger	Kumasi Sambirano	40	2006	68%	U.S.A.	2.0	Blend	Ghana & Madagascar
Scharffen Berger	Jamaica a l'ancienne	56	2006	70%	U.S.A.	2.0	Trinitario	Jamaica
Scharffen Berger	Semisweet	56	2006	62%	U.S.A.	3.0	Blend
Shark Mountain	Jamaica	1450	2015	72%	U.S.A.	3.25	Trinitario	Jamaica
Shark Mountain	Papua New Guinea	1450	2015	73%	U.S.A.	3.5	Forastero	Papua New Guinea
Shark Mountain	Cuyagua	1466	2015	77%	U.S.A.	2.75	Criollo	Venezuela
Shark Mountain	ROIG	1466	2015	74%	U.S.A.	3.5	Criollo, Trinitario	Dominican Republic
Shark Mountain	Ecuador	1335	2014	75%	U.S.A.	3.0	Trinitario	Ecuador
Shark Mountain	Belize, 2013	1335	2014	72%	U.S.A.	3.25	Criollo, Trinitario	Belize
Shark's	Hilo	713	2011	73%	U.S.A.	2.0		Hawaii
Shark's	Hilo, w/ added cocoa butter	721	2011	73%	U.S.A.	2.5		Hawaii
Shattel	Tingo Maria	1884	2016	70%	Peru	3.25		Peru
Shattell	Porcelana	757	2011	75%	Peru	3.5	Criollo	Peru
Sibu Sura	Peru	911	2012	70%	U.S.A.	2.5		Peru
Sirene	Wild Bolivia	1788	2016	73%	Canada	3.5		Bolivia
Sirene	Kokoa Kamili Coop	1856	2016	73%	Canada	3.5		Tanzania
Sirene	Esmeraldas, Salazar Farm	1860	2016	73%	Canada	3.75		Ecuador
Sirene	Somia Plantation, 2012	1502	2015	100%	Canada	3.0	Trinitario	Madagascar
Sirene	Camino Verde P., Balao, Guayas, 2012	1506	2015	100%	Canada	3.0		Ecuador
Sirene	Lachua w/ cane sugar	1614	2015	73%	Canada	3.0		Guatemala
Sirene	Lachua w/ maple sugar, batch 5	1614	2015	73%	Canada	3.25		Guatemala
Sirene	Pisa	1650	2015	73%	Canada	3.25		Haiti
Sirene	Somia Plantation, 2012	1339	2014	67%	Canada	3.75	Trinitario	Madagascar
Sirene	Somia Plantation, 2012	1339	2014	73%	Canada	3.75	Trinitario	Madagascar
Sirene	Camino Verde P., Balao, Guayas	1343	2014	73%	Canada	3.75		Ecuador
Sjolinds	Ghana	1454	2015	70%	U.S.A.	2.75	Forastero	Ghana
Sjolinds	Nicaragua	1462	2015	72%	U.S.A.	3.0		Nicaragua
Snake & Butterfly	Ghana	693	2011	67%	U.S.A.	1.5	Forastero	Ghana
Snake & Butterfly	Madagascar	502	2010	68%	U.S.A.	3.0	Trinitario	Madagascar
Snake & Butterfly	Ecuador	502	2010	68%	U.S.A.	3.25		Ecuador
Sol Cacao	Ecuador, Batch 1	1812	2016	70%	U.S.A.	3.5		Ecuador
Sol Cacao	Madagascar	1518	2015	72%	U.S.A.	3.0	Trinitario	Madagascar
Solstice	Bundibugyo	1335	2014	70%	U.S.A.	3.0	Forastero, Trinitario	Uganda
Solstice	Sambirano	1157	2013	70%	U.S.A.	3.0	Trinitario	Madagascar
Solstice	Amazonas	1157	2013	70%	U.S.A.	3.0		Venezuela
Solstice	Bolivia	1161	2013	70%	U.S.A.	3.25		Bolivia
Solstice	San Martin	1161	2013	70%	U.S.A.	3.25		Peru
Solstice	Wasatch	1161	2013	70%	U.S.A.	3.5	Blend
Soma	Oko Caribe, Duarte P., Collab w Chocosol	1820	2016	62%	Canada	3.5		Domincan Republic
Soma	Sambirano Valley, Black Science, B-60307.0	1820	2016	70%	Canada	3.5	Trinitario	Madagascar
Soma	Bahia Black, batch bra50722.1	1828	2016	70%	Canada	3.5	Forastero (Parazinho)	Brazil
Soma	Abstract S. w/ Jamaica nibs,batch abs60323.0	1828	2016	75%	Canada	3.75		Ven.,Ecu.,Peru,Nic.
Soma	Chuno, San Jose de Bocay, Pantasma R.,B.S.	1828	2016	70%	Canada	3.75	Trinitario	Nicaragua
Soma	Tien Giang, Black S., batch VIT60420.0	1828	2016	70%	Canada	4.0	Trinitario	Vietnam
Soma	Camino Verde, Black S., batch cvu6030.0	1832	2016	70%	Canada	3.25		Ecuador
Soma	CSB Chama	1594	2015	70%	Canada	3.5	Criollo	Venezuela
Soma	Porcelana	1594	2015	75%	Canada	4.0		Venezuela
Soma	La Tronca, Matagalpa	1227	2014	70%	Canada	3.5		Nicaragua
Soma	Maranon Canyon	1259	2014	70%	Canada	3.75	Forastero (Nacional)	Peru
Soma	La Dalia	1307	2014	70%	Canada	3.25	Trinitario	Nicaragua
Soma	Camino Verde P., Balao, Guayas	1307	2014	80%	Canada	3.5	Forastero (Nacional)	Ecuador
Soma	Espiritu Santo, 'Smoke Monster'	1307	2014	70%	Canada	3.75	Forastero (Amelonado)	Vanuatu
Soma	Little Big Man	1339	2014	70%	Canada	3.25	Blend	Madagascar & Ecuador
Soma	Rizek Cacao, Domin. Rep.	1019	2013	77%	Canada	3.75	Trinitario	Dominican Republic
Soma	Java	1030	2013	70%	Canada	3.25	Criollo	Indonesia
Soma	Apurimac, El Quinacho Co-op	1073	2013	70%	Canada	2.75	Criollo	Peru
Soma	Sangre Grande P., Trinidad	1073	2013	70%	Canada	3.75	Trinitario	Trinidad
Soma	Chef's Blend	1077	2013	70%	Canada	3.25
Soma	Patanemo	1077	2013	70%	Canada	3.75	Criollo	Venezuela
Soma	Crazy 88	1077	2013	88%	Canada	4.0		Guat., D.R., Peru, Mad., PNG
Soma	Maracaibo, El Vigia	1077	2013	70%	Canada	4.0	Criollo	Venezuela
Soma	Equator	1081	2013	67%	Canada	4.0		Peru, Dom. Rep
Soma	Orinoco	1173	2013	70%	Canada	3.25	Forastero	Venezuela
Soma	Bachelor's Hall E., St. Thomas Parish	1177	2013	70%	Canada	4.0	Trinitario	Jamaica
Soma	Noula Coop	817	2012	70%	Canada	3.25		Haiti
Soma	O'ahu	833	2012	70%	Canada	3.75		Hawaii
Soma	Dual Origins, Sambirano, Elvesia	867	2012	70%	Canada	4.0	Blend	Dom. Rep., Madagascar
Soma	Dancing in Your Head, 5 bean blend	867	2012	70%	Canada	4.0	Blend	Gre., PNG, Haw., Haiti, Mad
Soma	Cahabon Region	951	2012	70%	Canada	3.5	Trinitario	Guatemala
Soma	Carenero Superior	951	2012	70%	Canada	3.75	Trinitario	Venezuela
Soma	Eastern Promises	967	2012	70%	Canada	3.5	Blend	Mad., Java, PNG
Soma	Papua New Guinea	983	2012	85%	Canada	3.5	Trinitario	Papua New Guinea
Soma	Grenada, Black Science	676	2011	70%	Canada	2.75	Trinitario	Grenada
Soma	Alto Beni, Wild Bolivian	676	2011	70%	Canada	3.5	Nacional	Bolivia
Soma	Peruvian	676	2011	64%	Canada	4.0		Peru
Soma	Three Amigos(Chuao, Wild Bolivia, D.R.)	676	2011	70%	Canada	4.0		Ven, Bolivia, D.R.
Soma	Elvesia P., Black Science	682	2011	70%	Canada	3.75	Forastero	Dominican Republic
Soma	Chuao	688	2011	70%	Canada	3.5	Criollo	Venezuela
Soma	Black Science Blend 1	607	2010	70%	Canada	3.75	Trinitario, Nacional	DR, Ecuador, Peru
Soma	Hispaniola	377	2009	70%	Canada	3.0	Forastero	Dominican Republic
Soma	Africa	377	2009	70%	Canada	3.5	Forastero	Ghana
Soma	Conacado	387	2009	70%	Canada	3.0	Trinitario	Dominican Republic
Soma	Papua New Guinea	387	2009	70%	Canada	3.5	Trinitario	Papua New Guinea
Soma	Madagascar	387	2009	70%	Canada	3.75	Criollo	Madagascar
Soma	Ocumare	387	2009	70%	Canada	3.75	Criollo	Venezuela
Somerville	Nicaragua	1367	2014	70%	U.S.A.	3.25		Nicaragua
Somerville	Hawaiian, Big Island	1395	2014	70%	U.S.A.	3.5		Hawaii
Soul	Dominican Republic	1932	2017	70%	Canada	3.25		Dominican Republic
Soul	Madagascar	1936	2017	70%	Canada	3.5		Madagascar
Soul	Venezuela	1936	2017	75%	Canada	3.5		Venezuela
Soul	Ecuador	1936	2017	75%	Canada	3.25		Ecuador
Soul	Papua New Guinea	1936	2017	77%	Canada	3.25		Papua New Guinea
Soul	Tanzania	1940	2017	80%	Canada	3.5		Tanzania
Spagnvola	AgroCriso Plantation	793	2012	70%	U.S.A.	3.0		Dominican Republic
Spagnvola	AgroCriso Plantation	793	2012	80%	U.S.A.	3.0		Dominican Republic
Spagnvola	AgroCriso Plantation	793	2012	75%	U.S.A.	3.25		Dominican Republic
Spencer	Dominican Republic	1932	2017	70%	U.S.A.	3.75		Dominican Republic
Spencer	Ecuador	1932	2017	70%	U.S.A.	3.5		Ecuador
Spencer	Peru	1932	2017	70%	U.S.A.	2.75		Peru
Sprungli (Felchlin)	Alto Beni	1057	2013	70%	Switzerland	3.0	Criollo	Bolivia
SRSLY	Dominican Republic	1113	2013	70%	U.S.A.	3.0		Dominican Republic
SRSLY	Dominican Republic	1121	2013	84%	U.S.A.	2.25		Dominican Republic
Starchild	Bolivar, Arriba	1634	2015	70%	U.S.A.	3.0	Forastero (Nacional)	Ecuador
Starchild	Hispaniola	1692	2015	70%	U.S.A.	3.0		Domincan Republic
Starchild	Cacao Verapaz	1692	2015	70%	U.S.A.	3.0		Guatemala
Starchild	Rio Tuma	1692	2015	70%	U.S.A.	3.0	Trinitario (Amelonado)	Nicaragua
Starchild	Sambirano Valley	1696	2015	70%	U.S.A.	3.0	Trinitario	Madagascar
Stella (aka Bernrain)	Bahia, Agri-Forestal Plantation, 2010	859	2012	68%	Switzerland	2.75	Trinitario	Brazil
Stella (aka Bernrain)	India	729	2011	72%	Switzerland	3.25		India
Stone Grindz	Ecuador, Midnight Dark	1291	2014	84%	U.S.A.	3.5		Ecuador
Stone Grindz	Ecuador, Twilght Dark	1291	2014	70%	U.S.A.	3.5		Ecuador
StRita Supreme	Samar, East Visayas region	939	2012	65%	U.S.A.	2.5		Philippines
StRita Supreme	Samar, East Visayas region	943	2012	70%	U.S.A.	2.5		Philippines
StRita Supreme	Samar, East Visayas region	943	2012	75%	U.S.A.	2.75		Philippines
Sublime Origins	Sambirano	1157	2013	67%	U.S.A.	2.75	Trinitario	Madagascar
Sublime Origins	Moho Valley	1157	2013	78%	U.S.A.	3.25	Trinitario	Belize
Tabal	Costa Rica	1101	2013	70%	U.S.A.	2.75		Costa Rica
Tabal	Dominican Republic	1101	2013	70%	U.S.A.	2.75		Dominican Republic
Tabal	Chiapas, Lacandon Jungle	1105	2013	70%	U.S.A.	2.5		Mexico
Tabal	Peru	1105	2013	70%	U.S.A.	3.0		Peru
Taza	Belize	1271	2014	68%	U.S.A.	3.0	Trinitario	Belize
Taza	Alto Beni	785	2011	87%	U.S.A.	3.25		Bolivia
Taza	Chiapan	451	2009	75%	U.S.A.	2.75		Mexico
Taza	Dark, Stone Ground	180	2007	70%	U.S.A.	3.0		Dominican Republic
TCHO	West Africa	1716	2016	62%	U.S.A.	2.0	Forastero	West Africa
TCHO	Peru- Ecuador	915	2012	99%	U.S.A.	3.25		Peru, Ecuador
TCHO	TCHOPro 60.5	387	2009	60%	U.S.A.	2.75
TCHO	TCHOPro 68	387	2009	68%	U.S.A.	3.0
TCHO	Chocolatey-beta	199	2008	70%	U.S.A.	2.5	Forastero	Ghana
TCHO	Fruity-beta	280	2008	70%	U.S.A.	2.5		Peru
TCHO	Citrus-beta	280	2008	70%	U.S.A.	2.75		Madagascar
TCHO	Nutty-beta	284	2008	70%	U.S.A.	2.5		Peru
Tejas	Concepcion	801	2012	70%	U.S.A.	2.75		Madagascar
Tejas	Bayou Blend	801	2012	70%	U.S.A.	3.0	Blend	Ecuador, Mad., PNG
Tejas	Aranama	805	2012	70%	U.S.A.	3.0		Papua New Guinea
Tejas	Presidio	805	2012	70%	U.S.A.	3.5		Dominican Republic
Tejas	La Bahia, w/ cane juice	817	2012	70%	U.S.A.	3.25		Ecuador
Tejas	Capistrano	821	2012	70%	U.S.A.	2.0		Peru
Tejas	La Bahia, w/ cane sugar	825	2012	70%	U.S.A.	3.25		Ecuador
Tejas	San Jose	829	2012	70%	U.S.A.	2.75		Bolivia
Tejas	Capistrano*	829	2012	70%	U.S.A.	3.0		Madagascar
Tejas	Espada	833	2012	70%	U.S.A.	3.25		Mexico
Tejas	Espada	967	2012	70%	U.S.A.	2.75		Brazil
Tejas	Concepcion*	971	2012	80%	U.S.A.	3.0		Venezuela
Tejas	San Jose	971	2012	67%	U.S.A.	3.25		Bolivia
Tejas	Bahia, Floresta Azul,Good Friends Reserve#3	971	2012	70%	U.S.A.	3.5	Forastero (Parazinho)	Brazil
Terroir	Peru	1478	2015	70%	U.S.A.	2.75		Peru
Terroir	Belize	1478	2015	70%	U.S.A.	3.75	Trinitario	Belize
Terroir	Madagascar	1478	2015	70%	U.S.A.	3.75	Trinitario	Madagascar
Terroir	Ecuador	1482	2015	70%	U.S.A.	3.25		Ecuador
Terroir	Oko Caribe	1554	2015	70%	U.S.A.	3.5		Domincan Republic
Terroir	Guatemala	1558	2015	70%	U.S.A.	3.75	Trinitario	Guatemala
Terroir	Ecuador	1323	2014	77%	U.S.A.	3.25		Ecuador
Terroir	Madagascar	1323	2014	67%	U.S.A.	3.75	Trinitario	Madagascar
Terroir	Uganda	1323	2014	73%	U.S.A.	3.75	Forastero	Uganda
Theo	Congo w/ nibs	903	2012	65%	U.S.A.	3.25	Forastero	Congo
Theo	Madagascar	162	2007	65%	U.S.A.	3.5	Trinitario	Madagascar
Theo	Ivory Coast	184	2007	75%	U.S.A.	2.5		Ivory Coast
Theo	Ghana, Kumasi	184	2007	84%	U.S.A.	3.0	Forastero	Ghana
Theo	Venezuela; Barinos, Merida, Tachron	188	2007	91%	U.S.A.	2.0	Blend	Venezuela
Theo	Ghana, Panama, Ecuador	188	2007	75%	U.S.A.	3.0	Blend	Ghana, Panama, Ecuador
Tocoti	Wild Bolivian, Jungle Love	927	2012	77%	U.S.A.	3.0	Criollo	Bolivia
Tocoti	Venezuela	789	2011	72%	U.S.A.	2.75		Venezuela
